idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,MinDiam
4342,040.9+08.3,"Kn 1",18:35:51.42,10:57:19.4,57.0,53.0
4343,035.2+05.2,"Pa 10",18:37:10.63,04:28:18.6,27.0,26.0
4344,046.9+06.0,"Kn 3",18:55:21.80,15:11:45.2,29.0,28.0
4347,064.5+03.4,"Kn 15",19:40:40.3,29:30:10.51,26.3,
4348,065.2+02.2,"Pa 1",19:47:02.66,29:30:25.0,12.0,10.5
4350,060.3-05.0,"Kn 12",20:03:22.6,21:35:52.08,54.0,47.0
4351,052.4-09.9,"Kn 5",20:03:44.26,12:22:25.6,47.0,47.0
4352,060.5-05.8,"Kn 13",20:06:49.0,21:21:25.92,50.0,48.0
4353,059.1-07.1,"Kn 10",20:08:32.6,19:28:31.08,65.0,54.0
4354,077.6+04.3,"Pa 6",20:09:41.0,41:14:42.79,46.3,
4355,064.5-06.9,"Kn 16",20:20:11.5,24:04:37.92,48.0,47.0
4356,066.9-07.8,"Kn 19",20:29:20.6,25:32:39.84,74.0,73.0
4357,072.3-05.3,"Kn 23",20:34:26.2,31:18:33.12,19.0,15.0
4358,090.8+06.1,"Pa 3",20:46:10.6,52:57:06.12,72.0,58.0
4360,081.0-03.9,"Te 8",20:55:27.3,39:03:59.18,23.0,18.0
4361,068.2-16.0,"Kn 44",21:01:20.5,21:40:06.17,11.0,10.0
4362,082.5-06.2,"Kn 25",21:09:20.2,38:36:06.12,79.0,57.0
4367,099.1+05.7,"KTC 1",21:28:11.0,58:52:34.68,22.0,16.0
4368,103.7+07.2,"Kn 30",21:47:24.5,63:05:09.60,13.0,12.0
4369,109.4+07.7,"Kn 31",22:27:39.19,66:44:09.5,80.0,80.0
4370,114.2+03.7,"Te 4",23:27:13.2,65:09:23.04,19.0,17.0
4372,119.2+04.6,"Te 10",00:13:33.8,67:18:03.96,13.0,7.0
4377,043.3+10.4,"Kn 2",18:32:40.00,13:58:02.3,56.0,52.0
4380,055.5-01.7,"Kn 43",19:41:07.7,19:08:26.16,39.0,20.0
4381,045.0-12.4,"WHTZ 3",19:57:59.3,04:47:30.98,92.0,69.0
4382,070.2-08.7,"Kn 21",20:41:18.0,27:35:06.00,29.0,25.0
4385,095.9+03.5,"Kn 28",21:22:01.0,55:04:30.00,56.0,34.0
4390,016.9-09.7,"PTB 44",18:57:40.01,-18:36:16.7,58.0,58.0
4391,011.5+03.7,"PHR J1757-1711",17:57:05.64,-17:11:09.88,33.0,33.0
4393,139.3+04.8,"KK 26",03:23:04.92,62:47:12.4,106.0,54.0
4395,016.6+07.0,"PTB 21",17:55:53.3,-11:05:41.64,69.0,69.0
4398,172.1+00.8,"Abell 9",05:28:56.8,36:03:03.49,40.0,34.0
4399,219.3+01.1,"K 1-9",07:07:15.6,-05:10:07.00,48.0,28.0
4405,010.4+04.4,"DPV 1",17:52:32.69,-17:41:08.0,36.9,
4409,313.3+00.3,"CGR 1",14:18:27.6,-60:47:10.68,25.0,
4410,068.1+11.0,"ETHOS 1",19:16:31.4,36:09:47.88,19.5,19.0
4411,126.6+01.3,"IPHASX J012507.9+635652",01:25:07.95,63:56:52.8,22.0,12.0
4419,057.8-01.7,"IPHASX J194533.6+210808",19:45:33.6,21:08:08.59,68.5,
4426,110.6-01.2,"WeSb 6",23:13:04.0,59:17:39.88,82.0,80.0
4427,045.7-03.8,"Fe 1",19:28:47.34,09:34:38.1,68.2,57.7
4428,054.2-03.4,"IPHASX J194359.5+170901",19:43:59.5,17:09:01.08,21.0,
4431,095.1+00.9,"KKR 62",21:30:45.4,52:41:47.0,56.0,45.0
4432,101.5-00.6,"IPHASX J221118.0+552841",22:11:18.0,55:28:41.88,35.0,29.0
4436,178.1-04.0,"IPHASX J052531.1+281945",05:25:31.2,28:19:46.42,10.1,
4437,073.0+03.6,"NeVe 2",20:00:18.69,36:59:34.2,28.0,
4446,358.1+00.5,"JaSt 11",17:39:00.5,-30:11:35.02,16.0,
4455,358.7+00.4,"JaSt 26",17:40:33.5,-29:46:14.99,11.0,
4461,359.6+00.6,"JaSt 35",17:42:08.6,-28:55:36.66,28.0,
4466,000.2+00.7,"JaSt 47",17:43:33.4,-28:18:43.52,15.0,
4477,000.7-00.7,"JaSt 70",17:50:21.1,-28:39:02.45,11.0,
4479,001.4-00.7,"JaSt 82",17:52:05.3,-28:05:48.48,12.0,
4495,147.1-09.0,"HaWe 3",03:16:34.0,46:53:37.39,38.0,36.0
4497,080.2+05.8,"PM 1-320",20:10:33.6,44:11:48.48,60.0,
4503,100.4+04.6,"PM 1-333",21:40:59.06,58:58:42.4,70.0,45.0
4544,198.9+00.7,"PM 1-20",06:28:04.1,12:46:21.79,36.0,
4558,219.2+07.5,"RWT 152",07:29:58.6,-02:06:37.51,27.5,22.0
4560,222.5+02.9,"WHI B0717-07",07:19:40.2,-07:13:10.99,70.0,66.0
4580,256.9+03.6,"WRAY 16-26",08:41:15.1,-36:01:58.40,37.0,
4769,031.1+03.4,"PM 1-246",18:36:02.4,-00:02:27.13,16.0,16.0
4801,044.7+00.2,"AGP 1",19:12:16.2,10:36:32.15,17.5,
4811,053.1-02.1,"WOW 1",19:37:27.5,16:53:53.99,33.0,0.0
4819,057.6+01.8,"PM 1-305",19:31:41.3,22:43:38.75,15.0,
4932,298.5+02.3,"KFR 2",12:15:30.6,-60:13:20.86,40.0,30.0
4975,323.6-04.5,"KFW 11",15:50:28.95,-59:58:49.7,21.0,20.0
4979,326.1-03.3,"WRAY 16-197",15:59:47.5,-57:30:05.80,15.0,
4999,342.9-02.3,"WRAY 16-251",17:07:30.6,-44:22:50.27,15.0,
5020,059.3-01.7,"We 1-8",19:48:52.65,22:25:15.5,19.0,19.0
5240,105.7+02.2,"FsMv 1",22:25:56.9,60:11:48.12,88.0,0.0
5275,048.9+04.3,"IPHASX J190512.4+161347",19:05:12.49,16:13:47.4,63.0,58.0
5374,000.2-01.9a,"JaSt 2-14",17:53:40.7,-29:42:36.22,50.0,
5381,005.2+00.3,"MGE 005.2641+00.3775",17:56:13.4,-24:13:13.01,16.0,
5383,008.9+00.2,"FP J1804-2105",18:04:36.5,-21:05:24.18,24.0,
5384,032.4+00.1,"MGE 032.4982+00.1615",18:50:04.3,-00:18:43.99,16.0,
5385,032.8+00.2,"MGE 032.8593+00.2806",18:50:18.4,00:03:47.99,15.0,
5386,016.2-00.3,"GPSR5 16.228-0.369",18:21:36.9,-14:59:40.99,18.0,
5387,356.1+00.0,"GPSR5 356.144+0.053",17:35:54.5,-32:10:35.00,25.0,
5388,356.8-00.3,"GPSR5 356.816-0.385",17:39:21.3,-31:50:44.02,15.0,
5402,356.7-01.7,"IRAS 17412-3236",17:44:29.6,-32:38:11.00,18.0,
5405,005.6-01.1,"IRAS 17597-2441",18:02:48.4,-24:40:54.01,20.0,
5412,032.9+00.2,"[GKF2010] MN93",18:50:39.7,00:04:45.98,45.0,
5415,042.7+00.8,"[GKF2010] MN102",19:06:33.6,09:07:19.99,33.0,
5431,355.7+00.1,"MGE 355.7638+00.1424",17:34:35.2,-32:26:57.98,16.0,
5433,000.4-02.1,"MGE 000.4900-02.1986",17:55:25.9,-29:38:29.00,33.0,
5464,044.9+00.0,"AGP 2",19:13:37.2,10:39:32.90,42.0,
5467,009.3+00.4,"PBOZ 33",18:04:38.9,-20:37:27.01,18.0,
5509,000.9+01.3,"MGE 000.9363+01.3962",17:42:26.81,-27:24:28.0,16.0,
5510,002.2-01.6,"MGE 002.2128-01.6131",17:57:03.9,-27:51:29.99,18.0,
5513,003.6-00.6,"MGE 003.6547-00.6687",17:56:38.7,-26:08:15.00,18.0,
5514,003.9-02.0,"MGE 003.9942-02.0816",18:02:52.2,-26:32:43.01,18.0,
5523,301.6+00.0,"MGE 301.6857+00.0304",12:40:31.4,-62:48:54.00,17.0,
5524,302.3+00.8,"MGE 302.3971+00.8908",12:46:53.1,-61:58:34.00,13.0,
5525,316.5+00.5,"MB 4006",14:41:27.8,-59:20:57.98,24.0,
5527,354.1-01.1,"MGE 354.1474-01.1141",17:35:27.6,-34:29:19.00,40.0,
5535,358.4+02.5,"MGE 358.4694+02.5544",17:32:01.1,-28:52:05.02,32.0,
5537,000.9+02.3,"MGE 000.9899+02.3115",17:39:05.1,-26:52:39.00,21.0,
5538,001.5+00.9,"[GKF2010] MN65",17:45:40.7,-27:09:15.01,25.0,
5539,002.0+02.1,"[GKF2010] MN60",17:42:07.5,-26:02:12.01,55.0,
5544,003.7-01.1,"MGE 003.7724-01.1833",17:58:53.6,-26:17:35.02,28.0,
5549,013.3-00.8,"MGE 013.3211-00.8896",18:17:48.5,-17:48:11.99,14.0,
5553,020.4-00.9,"MGE 020.4513-00.9867",18:31:57.1,-11:32:46.00,32.0,
5555,028.7+00.7,MGE028.7440+00.7076,18:41:16.0,-03:24:11.02,44.0,
5560,059.4-00.4,"MGE 059.4354-00.4662",19:44:26.3,23:10:05.99,34.0,
5561,302.4-00.1,"[GKF2010] MN6",12:47:17.6,-63:00:33.01,20.0,
5563,314.3+00.4,"MGE 314.3603+00.4880",14:25:39.2,-60:16:35.00,30.0,25.0
5565,324.4-00.9,"[GKF2010] MN25",15:38:56.9,-56:37:21.00,20.0,
5566,324.6+00.3,"[GKF2010] MN22",15:34:12.4,-55:29:56.00,25.0,
5567,329.8-00.4,"[GKF2010] MN38",16:05:52.6,-52:50:35.02,75.0,
5570,353.3+02.0,"MGE 353.3934+02.0206",17:20:52.2,-33:22:34.00,18.0,
5572,353.9-00.7,MGE353.9398-00.7336,17:33:21.8,-34:27:24.01,24.0,
5579,356.3-02.0,"MGE 356.3082-02.0001",17:44:35.8,-33:07:43.00,25.0,
5589,359.5-01.3a,"MGE 359.5605-01.3330",17:49:49.0,-30:00:06.01,25.0,
5592,005.1+01.7,"MGE 005.1020+01.7969",17:50:30.6,-23:38:24.00,30.0,
5596,044.5+00.7,"[GKF2010] MN105",19:10:04.3,10:43:27.98,40.0,
5604,003.5+01.8,"MGE 003.5004+01.8442",17:46:42.8,-24:59:16.01,18.0,
5605,005.5-02.8,"MGE 005.5423-02.8069",18:09:02.7,-25:32:53.02,20.0,
5606,005.9+02.6,"MGE 005.9143+02.6666",17:49:04.3,-22:29:49.99,24.0,
5621,051.0-00.4,"MGE 051.0214-00.4885",19:27:06.7,15:48:34.99,18.0,
5623,314.5+00.1,"MB 4001",14:28:01.2,-60:28:26.00,16.0,
5624,318.6+00.1,"MGE 318.6864+00.1018",14:58:02.9,-58:50:30.98,26.0,
5625,327.7+01.0,"MGE 327.7248+01.0008",15:48:41.6,-53:07:04.01,21.0,
5626,328.2-00.7,"[GKF2010] MN37",15:59:18.9,-54:07:39.00,25.0,
5628,329.8-00.5,"IRAS 16022-5248",16:05:57.6,-52:55:58.01,16.0,
5630,347.2-00.3,"MGE 347.2495-00.3759",17:12:53.3,-39:46:22.01,16.0,
5632,354.0-01.8,MGE354.0020-01.8419,17:38:04.1,-35:00:07.99,18.0,
5634,354.7+02.8a,"MGE 354.7174+02.8360",17:21:15.6,-31:49:27.98,18.0,
5635,355.5-02.1,"[GKF2010] MN63",17:43:09.6,-33:51:11.99,25.0,
5637,356.7-02.6,"MGE 356.7274-02.6316",17:48:12.7,-33:05:52.01,18.0,
5640,358.7+02.6,"MGE 358.7131+02.6027",17:32:26.3,-28:38:15.00,18.0,
5641,358.8+01.2,"MGE 358.8655+01.2862",17:37:52.7,-29:13:13.01,15.0,
5642,359.2+02.3,"MGE 359.2412+02.3353",17:34:45.9,-28:20:20.36,55.0,
5644,359.7-00.7a,"MGE 359.7280-00.7201",17:47:47.6,-29:32:33.00,20.0,
5645,359.8-01.2,"MGE 359.8429-01.2646",17:50:12.8,-29:43:27.01,20.0,
5646,000.1-01.0,"MGE 000.1495-01.0708",17:50:10.3,-29:21:42.01,14.0,
5650,003.0+01.6,"MGE 003.0836+01.6435",17:46:31.0,-25:26:53.02,13.0,
5658,301.8-00.1,"MGE 301.8797-00.1036",12:42:10.7,-62:57:23.00,18.0,
5659,352.3-00.9,"MGE 352.3117-00.9711",17:29:58.3,-35:56:56.00,18.0,
5666,357.2+01.5,MGE357.2013+01.5550,17:32:41.4,-30:28:31.01,16.0,
5672,000.6+01.5,"MGE 000.6713+01.4999",17:41:25.2,-27:34:40.01,21.0,
5673,001.0-02.0,MGE001.0098-02.0666,17:56:06.3,-29:07:34.00,18.0,
5675,002.2-00.9,"MGE 002.2728-00.9131",17:54:28.2,-27:27:15.01,35.0,
5701,001.8-00.4,"MB 4515",17:51:54.55,-27:36:10.6,12.0,
5702,003.2+01.8,MGE003.2610+01.8522,17:46:08.1,-25:11:17.02,15.0,
5707,358.8+01.6,"MGE 358.8567+01.6271",17:36:32.4,-29:02:42.00,20.0,
5708,358.9-01.9,"MB 4403",17:50:51.13,-30:52:06.7,20.0,
5714,001.2-01.3,"MGE 001.2760-01.3496",17:53:53.5,-28:32:04.99,30.0,
5719,002.8+01.4,"MGE 002.8530+01.4514",17:46:42.9,-25:44:40.99,18.0,
5723,004.1+02.4,"MGE 004.1668+02.4238",17:46:03.2,-24:07:04.01,24.0,
5725,004.2-02.9,MGE004.2573-02.9981,18:07:00.9,-26:45:50.40,70.0,
5727,004.7+01.2,"MGE 004.7784+01.2007",17:52:01.8,-24:13:21.00,30.0,
5730,006.6-01.1,"MB 4475",18:05:14.84,-23:47:09.3,30.0,
5731,006.7-02.7,"MGE 006.7691-02.7365",18:11:22.5,-24:26:24.00,24.0,
5741,035.7-00.2,"MGE 035.7017-00.2975",18:57:33.1,02:19:45.01,19.0,
5742,042.3+00.6,"MGE 042.3030+00.6323",19:06:22.9,08:37:23.99,28.0,
5748,318.6+00.7,"MGE 318.6228+00.7522",14:55:18.5,-58:17:40.99,15.0,
5758,356.4+00.8,"MGE 356.4537+00.8358",17:33:36.4,-31:29:37.00,15.0,
5759,356.5+01.0,"MGE 356.5084+01.0838",17:32:46.3,-31:18:46.01,24.0,
5763,357.9+02.8,"MGE 357.9893+02.8341",17:29:44.7,-29:06:56.99,21.0,
5767,358.2+01.4,"MGE 358.2600+01.4563",17:35:43.6,-29:38:21.98,19.0,
5770,358.9-02.2,"MGE 358.9738-02.2830",17:52:13.1,-30:59:28.00,21.0,
5783,007.6+02.0a,MGE007.6093+02.0988,17:54:53.9,-21:19:40.87,40.0,
5785,008.8+02.2,"MGE 008.8168+02.2819",17:56:48.7,-20:11:34.01,40.0,
5786,016.1+00.3,"MGE 016.1274+00.3327",18:18:51.6,-14:45:10.01,18.0,
5792,356.5-01.3,"[GKF2010] MN62",17:42:19.7,-32:35:35.02,45.0,
5793,357.2-02.6,"MGE 357.2784-02.6349",17:49:34.3,-32:37:37.99,24.0,
5810,306.9-00.7,"[GKF2010] MN12",13:27:17.8,-63:19:28.09,45.0,30.0
5816,321.0-00.6,"[GKF2010] MN18",15:16:41.0,-58:22:26.00,20.0,
5818,323.9+00.0,"[GKF2010] MN20",15:31:41.3,-56:08:53.02,25.0,
5825,328.2+00.6,"[GKF2010] MN33",15:52:54.8,-52:59:47.00,20.0,
5836,001.4+00.5,"[GKF2010] MN66",17:47:05.2,-27:25:33.49,45.0,
5842,028.3+00.1,"[GKF2010] MN88",18:42:27.4,-03:56:34.12,20.0,
5846,041.8-00.0,"[GKF2010] MN103",19:07:58.0,07:55:21.50,25.0,
5847,042.6+00.1,"[GKF2010] MN104",19:08:46.2,08:43:28.99,20.0,15.0
8190,040.5-00.0,"IPHASX J190543.8+064413",19:05:43.8,06:44:13.34,14.0,
8193,038.7-02.4,"IPHASX J191058.9+040350",19:10:58.9,04:03:50.40,11.0,
8198,054.0+01.7,"IRAS 19227+1928",19:24:58.2,19:34:34.93,29.0,
8199,054.5+01.8,"IPHASX J192534.9+200334",19:25:35.0,20:03:34.13,38.0,
8204,051.7-01.7,"IPHASX J193308.9+155354",19:33:08.9,15:53:54.64,27.0,
8205,057.8+01.0,"IPHASX J193517.8+223120",19:35:17.8,22:31:20.53,21.0,
8211,063.3+02.2,"IPHASX J194240.5+275109",19:42:40.6,27:51:09.00,74.0,
8215,059.1-01.4,"Ra 17",19:47:28.9,22:28:23.81,27.0,
8218,063.7+00.7,"IPHASX J194930.9+273028",19:49:31.0,27:30:28.26,84.0,
8219,062.5-01.8,"IPHASX J195627.3+250648",19:56:27.3,25:06:48.56,24.0,
8230,073.4+01.5,"IRAS 20084+3604",20:10:17.9,36:13:09.73,13.9,
8232,067.3-02.6,"IPHASX J201058.0+284455",20:10:58.0,28:44:55.00,48.0,36.0
8242,110.2+03.3,"IPHASX J225453.2+631827",22:54:53.2,63:18:27.58,24.0,
8261,111.5+00.1,"IPHASX J231546.1+605551",23:15:46.2,60:55:51.38,60.0,
8272,115.6+03.5,"IPHASX J234025.5+652147",23:40:25.6,65:21:47.56,62.0,
8273,115.5+02.0,"IPHASX J234318.0+635717",23:43:18.1,63:57:17.06,36.0,
8274,115.5-01.8,"IPHASX J235114.7+601026",23:51:14.8,60:10:26.36,48.0,
8299,150.1-04.5,"IPHASX J034659.8+484900",03:46:59.8,48:49:00.19,62.0,
8312,159.4+02.0,"IPHASX J045358.6+465842",04:53:58.7,46:58:42.71,24.0,
8314,167.9+00.9,"IPHASX J051733.3+393027",05:17:33.3,39:30:27.54,65.0,
8330,181.4-03.7,"IPHAS J053440.77+254238.2",05:34:39.8,25:42:25.31,60.0,
8339,185.1-03.8,"IPHASX J054310.5+223111",05:43:10.5,22:31:11.24,24.0,
8442,116.0-04.8,"IPHASX J000021.4+572207",00:00:21.39,57:22:07.7,22.0,16.0
8446,122.9+00.3,"IPHASX J005123.2+631059",00:51:23.2,63:10:59.09,47.0,30.9
8450,127.6-01.1,"IPHASX J013108.9+612258",01:31:09.0,61:22:58.98,24.1,24.1
8454,137.7+03.3,"IPHASX J030421.3+621802",03:04:21.3,62:18:02.52,57.0,0.0
8456,144.1-00.5,"IRAS 03272+5528",03:31:05.4,55:38:51.43,27.3,25.7
8458,151.0-00.4,"Ou 1",04:07:21.58,51:24:22.4,95.0,75.0
8459,156.4+01.1,"IPHASX J043826.1+483907",04:38:26.2,48:39:07.85,95.0,
8460,157.1+04.4,"IPHASX J045627.6+501720",04:56:27.6,50:17:20.36,91.0,
8461,167.3-03.1,"IPHASX J045847.7+373640",04:58:47.7,37:36:40.82,16.9,16.9
8466,193.5-03.1,"IPHASX J060328.1+154108",06:03:28.1,15:41:08.52,55.0,
8467,190.7-01.3,"IPHASX J060412.2+190031",06:04:12.2,19:00:31.46,70.0,0.0
8469,204.3-01.6,"IPHASX J062937.8+065220",06:29:37.9,06:52:20.14,31.0,
8470,197.3+02.7,"IPHASX J063223.9+150410",06:32:23.9,15:04:10.34,90.0,
8478,031.1+02.1,"IPHASX J184030.1-003822",18:40:30.1,-00:38:22.20,22.2,22.2
8489,032.7-00.5,"IPHASX J185312.9-002529",18:53:12.9,-00:25:29.89,25.8,17.0
8493,032.6-00.7,"IPHASX J185342.6-003628",18:53:42.6,-00:36:28.80,22.8,22.8
8496,032.9-01.4,"IPHASX J185640.0-003804",18:56:40.0,-00:38:04.49,15.0,
8501,044.4+03.1,"IPHASX J190115.5+114150",19:01:15.5,11:41:50.71,25.8,25.8
8504,036.0-01.4,"IPHASX J190227.3+020804",19:02:27.3,02:08:04.70,92.0,
8505,047.1+03.9,"IPHASX J190319.0+142524",19:03:19.0,14:25:24.49,14.6,12.0
8513,045.4+02.6,"IPHASX J190447.9+121844",19:04:48.0,12:18:44.68,12.2,9.2
8514,043.6+01.7,"IPHASX J190454.0+101801",19:04:54.1,10:18:01.01,18.2,16.3
8519,032.3-04.5,"IPHASX J190631.5-023236",19:06:31.6,-02:32:35.99,16.1,16.1
8527,038.3-02.5,"IPHASX J191027.4+034046",19:10:27.4,03:40:46.85,13.3,13.3
8528,040.6-01.5,"IRAS 19086+0603",19:11:04.8,06:08:45.06,32.0,22.0
8532,048.1+01.4,"IPHASX J191421.0+140936",19:14:21.1,14:09:36.29,42.0,
8533,047.6+01.0,"IPHASX J191445.1+133219",19:14:45.1,13:32:19.86,15.4,11.5
8535,039.0-04.0,"IPHASX J191716.4+033447",19:17:16.4,03:34:47.35,32.0,32.0
8536,052.0+02.7,"IPHASX J191716.5+181518",19:17:16.6,18:15:18.22,46.1,46.1
8537,042.7-02.5,"IPHASX J191840.4+073131",19:18:40.4,07:31:31.12,41.2,41.2
8539,051.7+01.3,"IPHASX J192146.7+172055",19:21:46.7,17:20:55.90,29.0,
8540,048.7-00.2,"IPHASX J192152.0+135223",19:21:52.0,13:52:23.20,13.0,
8541,049.2+00.0,"IPHASX J192153.9+143056",19:21:53.9,14:30:56.20,18.3,13.6
8545,050.6+00.0,"IPHASX J192436.3+154402",19:24:36.3,15:44:02.00,22.6,14.6
8546,047.0-02.0,"IPHASX J192510.5+113400",19:25:10.8,11:33:53.57,100.0,
8548,059.1+03.5,"IPHASX J192837.7+245024",19:28:37.8,24:50:24.83,12.7,9.2
8551,054.7+00.4,"UWISH2 PN 4",19:31:10.8,19:29:05.68,19.0,
8552,048.1-03.2,"IPHASX J193127.0+115622",19:31:27.0,11:56:22.92,26.7,26.7
8553,049.6-02.8,"IPHASX J193305.9+132921",19:33:05.9,13:29:21.05,60.0,
8557,051.9-02.5,"IPHASX J193633.5+153345",19:36:33.5,15:33:45.29,103.0,
8560,056.1-00.4,"IPHASX J193718.6+202102",19:37:18.7,20:21:02.99,47.0,
8561,062.1+02.8,"IPHASX J193752.2+271119",19:37:52.3,27:11:19.79,25.0,
8564,057.9-00.7,"Kn 7",19:42:26.0,21:45:21.10,27.4,15.7
8565,052.1-04.1,"IPHASX J194232.8+150034",19:42:32.9,15:00:34.16,18.6,18.6
8566,058.1-00.8,"IPHASX J194301.3+215424",19:43:01.3,21:54:24.91,14.0,
8568,062.9+01.3,"IPHASX J194510.6+270930",19:45:10.7,27:09:30.02,14.3,9.7
8569,059.8-00.6,"IPHASX J194556.2+232833",19:45:56.2,23:28:33.64,53.6,29.3
8570,059.7-00.8,"IPHASX J194633.0+231659",19:46:33.0,23:16:59.59,12.5,12.5
8571,059.7-01.0,"IPHASX J194727.5+230816",19:47:27.6,23:08:16.55,34.5,34.5
8572,066.8+02.9,"IPHASX J194751.9+311818",19:47:51.9,31:18:18.11,12.9,6.8
8576,055.7-03.8,"IPHASX J194905.2+181503",19:49:05.2,18:15:03.64,33.0,
8577,062.7+00.0,"IPHASX J194940.9+261521",19:49:40.9,26:15:21.17,22.1,10.3
8581,067.9+02.4,"IPHASX J195221.6+315859",19:52:21.7,31:58:59.84,42.0,
8583,068.0+02.1,"IPHASX J195400.8+315554",19:54:00.9,31:55:54.80,30.3,30.3
8584,067.8+01.8,"IPHASX J195436.4+313326",19:54:36.4,31:33:26.39,12.0,10.0
8585,064.1-00.9,"IPHASX J195657.6+265713",19:56:57.6,26:57:13.39,28.7,24.8
8586,066.4-00.0,"IPHASX J195836.4+292314",19:58:36.5,29:23:14.68,17.4,11.1
8596,068.0+00.0,"IPHASX J200224.3+304845",20:02:24.3,30:48:45.61,25.4,16.7
8597,072.0+02.2,"Ou 6",20:03:53.6,35:22:50.23,14.9,12.4
8598,068.6-00.2,"IPHASX J200457.3+311416",20:04:57.80,31:14:17.5,26.0,
8599,073.6+02.8,"IPHASX J200522.0++36594",20:05:22.1,36:59:42.76,10.5,8.4
8606,091.6-01.0,"IPHASX J212335.3+484717",21:23:35.3,48:47:17.81,18.8,13.7
8608,098.9-01.1,"IPHASX J215842.3+533003",21:58:42.3,53:30:03.38,30.5,30.5
8612,114.7-01.2,"IPHASX J234403.8+603242",23:44:03.8,60:32:42.40,22.1,22.1
8613,116.3+01.9,"IPHASX J235044.2+640311",23:50:44.3,64:03:11.77,26.3,24.2
8747,137.6-30.0,"Fr 2-22",01:50:54.2,31:07:46.88,60.0,
8800,061.9+02.9,"CGMW 5-11005",19:36:35.9,27:04:08.90,13.0,
9644,132.8+02.0,"IPHASX J022045.0+631134",02:20:45.1,63:11:34.91,30.0,0.0
9667,138.5-00.0,"IPHASX J025658.2+585547",02:56:58.2,58:55:47.21,12.0,6.0
9745,174.5-03.0,"IPHAS J052015.87+314938.8",05:20:15.9,31:49:38.78,40.0,
9824,183.0+00.0,"IPHASX J055242.8+262116",05:52:42.8,26:21:16.09,16.1,16.1
9967,040.1+03.2,"IPHAS XJ185309.4+075241",18:53:09.4,07:52:41.02,12.2,8.1
10002,045.7+01.4,"Te 6",19:09:54.7,12:04:55.24,18.0,
10013,043.3-01.9,"IPHASX J191727.0+082036",19:17:27.0,08:20:37.00,15.2,15.2
10061,056.4-00.3,"IPHASX J193740.4+203547",19:37:40.5,20:35:47.83,30.7,30.7
10091,062.7-00.7,"IPHASX J195248.8+255359",19:52:48.8,25:53:59.21,27.0,
10119,075.8+04.2,"IPHAS J200522.65+393858.3",20:05:22.6,39:38:58.31,90.0,
10274,095.8+02.6,"IPHASX J212608.3+542015",21:26:08.4,54:20:15.40,13.0,8.5
10875,002.7-11.3,"CGMW 4-2085",18:38:07.7,-31:52:57.04,17.0,15.0
10877,058.2+04.5,"Kn 8",19:22:38.8,24:33:00.97,68.0,53.0
10879,063.2-04.9,"Kn 14",20:09:42.2,24:07:39.00,17.5,
10880,065.7+04.8,"Kn 17",19:37:22.9,31:14:57.98,72.0,46.0
10881,069.6-03.7,"Kn 20",20:21:26.47,30:05:38.01,16.0,
10882,072.0+08.0,"Kn 22",19:38:36.33,38:18:33.3,28.0,
10885,113.3+06.4,"Kn 32",23:09:43.70,67:23:39.00,19.0,16.0
10886,008.3+14.8,"Kn 41",17:11:10.1,-13:57:33.98,28.0,20.0
10887,012.8+09.6,"Kn 42",17:38:44.7,-12:57:20.02,11.0,10.0
10889,097.4+12.3,"KnFe 1",20:38:09.19,61:55:02.9,42.0,36.0
10890,164.8-09.8,"Kn 51",04:25:26.86,35:06:07.8,84.0,60.0
10894,025.4-16.4,"Kn 56",19:37:43.8,-13:51:20.02,40.0,25.0
10896,136.8-13.2,"Kn 58",02:12:27.84,47:27:10.1,75.0,52.0
10899,070.5+11.0,"Kn 61",19:21:38.94,38:18:57.20,100.0,92.0
10904,007.3-15.7,"Kn J1905.2-2934",19:05:17.7,-29:34:54.01,11.0,
10915,071.2+18.1,"KnPa J1848.6+4151",18:48:38.5,41:51:01.01,12.0,
10920,041.4-09.6,"Pa 13",19:41:21.03,03:07:17.9,29.0,27.0
10926,096.7+19.3,"Pa J1940.9+6445",19:40:55.5,64:45:29.99,60.0,35.0
10928,075.0+05.6,"Pa 14",19:56:51.5,39:43:09.98,17.0,16.0
10941,079.5-03.8,"Ri 2",20:50:02.8,37:53:15.68,38.0,28.0
10946,073.4-09.4,"Te 9",20:52:30.32,29:40:26.0,16.0,16.0
10956,120.4-01.3,"Ou 2",00:30:56.74,61:24:34.3,76.0,
10957,059.2+01.0,"Ou 3",19:38:17.54,23:45:48.7,90.0,90.0
10979,024.8-01.4,"Sab 8",18:41:46.2,-07:51:29.52,13.0,
11092,263.7-00.7,"PHR J0844-4407",08:44:59.5,-44:07:12.72,30.0,
11182,307.3-09.6,"PHR J1348-7159",13:48:16.80,-71:59:59.5,98.0,95.0
11211,336.0-00.4,PHR1633-4831,16:33:26.2,-48:31:59.52,24.0,24.0
11240,002.3+06.5a,"PHR J1726-2326",17:26:36.47,-23:26:38.9,28.0,13.0
11244,015.6+09.6,"PHR J1744-1038",17:44:38.3,-10:38:37.00,65.0,
11248,008.7+04.9,"PHR J1746-1855",17:46:58.84,-18:56:01.3,17.5,
11283,020.9+00.8,PHR1826-1013,18:26:19.2,-10:13:22.08,60.0,
11549,035.8-00.2,"UWISH2 PN 2",18:57:35.8,02:27:02.16,21.0,
11550,035.7-01.2,"UWISH2 PN 3",19:01:03.1,01:57:28.08,25.0,
